id,name,age,income,purchase_date,product_category,purchase_amount,rating
30553,John Doe,63,86541.0,2026-06-27 00:00:00,Home & Kitchen,96.37,3.0
30554,Charlie Gray,33,22458.0,2026-06-27 01:00:00,Clothing,356.94,4.0
30555,Bob White,41,113619.0,2026-06-27 02:00:00,Clothing,73.72,3.0
30556,John Doe,48,117099.0,2026-06-27 03:00:00,Sports,58.18,2.0
30557,Alice Brown,31,20723.0,2026-06-27 04:00:00,Clothing,93.49,3.0
30558,Alice Brown,64,103211.0,2026-06-27 05:00:00,Books,22.81,3.0
30559,Bob White,49,92057.0,2026-06-27 06:00:00,Sports,465.47,
30560,John Doe,60,102681.0,2026-06-27 07:00:00,Clothing,63.69,1.0
30561,Charlie Gray,30,114213.0,2026-06-27 08:00:00,Home & Kitchen,396.5,2.0
30562,Jane Smith,55,41459.0,2026-06-27 09:00:00,Sports,369.3,2.0
30563,Charlie Gray,34,74486.0,2026-06-27 10:00:00,Electronics,340.38,1.0
30564,Jane Smith,61,28654.0,2026-06-27 11:00:00,Electronics,465.7,2.0
30565,Jane Smith,53,65438.0,2026-06-27 12:00:00,Clothing,487.75,3.0
30566,John Doe,59,105339.0,2026-06-27 13:00:00,Books,34.14,4.0
30567,Jane Smith,35,31041.0,2026-06-27 14:00:00,Books,447.86,3.0
30568,Alice Brown,36,74663.0,2026-06-27 15:00:00,Books,7.12,3.0
30569,Jane Smith,24,68083.0,2026-06-27 16:00:00,Electronics,350.37,
30570,Jane Smith,47,90149.0,2026-06-27 17:00:00,Clothing,209.47,3.0
30571,Bob White,29,57051.0,2026-06-27 18:00:00,Electronics,24.94,3.0
30572,Bob White,28,116409.0,2026-06-27 19:00:00,Clothing,250.79,1.0
30573,John Doe,46,56016.0,2026-06-27 20:00:00,Electronics,197.97,4.0
30574,John Doe,20,48798.0,2026-06-27 21:00:00,Home & Kitchen,149.7,2.0
30575,Alice Brown,51,105133.0,2026-06-27 22:00:00,Sports,119.41,2.0
30576,Bob White,51,31155.0,2026-06-27 23:00:00,Sports,370.62,2.0
30577,Charlie Gray,48,46025.0,2026-06-28 00:00:00,Electronics,125.33,
30578,John Doe,39,96524.0,2026-06-28 01:00:00,Clothing,179.2,3.0
30579,John Doe,19,34328.0,2026-06-28 02:00:00,Clothing,387.14,1.0
30580,Bob White,44,63376.0,2026-06-28 03:00:00,,269.26,1.0
30581,Bob White,64,113120.0,2026-06-28 04:00:00,Books,431.06,3.0
30582,Alice Brown,53,40054.0,2026-06-28 05:00:00,Electronics,402.14,2.0
30583,Bob White,49,87389.0,2026-06-28 06:00:00,Clothing,37.2,1.0
30584,Jane Smith,52,82183.0,2026-06-28 07:00:00,Home & Kitchen,304.93,2.0
30585,Charlie Gray,34,101807.0,2026-06-28 08:00:00,Sports,102.75,3.0
30586,Jane Smith,51,81356.0,2026-06-28 09:00:00,Clothing,83.67,
30587,Jane Smith,43,106438.0,2026-06-28 10:00:00,Books,234.94,3.0
30588,Jane Smith,27,53682.0,2026-06-28 11:00:00,Electronics,376.1,1.0
30589,John Doe,56,29095.0,2026-06-28 12:00:00,Clothing,449.15,3.0
30590,Jane Smith,26,22711.0,2026-06-28 13:00:00,,417.43,1.0
30591,John Doe,42,106900.0,2026-06-28 14:00:00,Electronics,491.15,2.0
30592,Bob White,37,106263.0,2026-06-28 15:00:00,Home & Kitchen,69.5,4.0
30593,Charlie Gray,32,48687.0,2026-06-28 16:00:00,Sports,173.38,3.0
30594,Charlie Gray,57,78360.0,2026-06-28 17:00:00,Home & Kitchen,87.24,4.0
30595,Jane Smith,44,40893.0,2026-06-28 18:00:00,Home & Kitchen,207.52,4.0
30596,Charlie Gray,28,103084.0,2026-06-28 19:00:00,Books,311.17,4.0
30597,John Doe,33,46324.0,2026-06-28 20:00:00,Sports,470.6,5.0
30598,Bob White,47,61298.0,2026-06-28 21:00:00,Home & Kitchen,13.32,5.0
30599,Jane Smith,39,95930.0,2026-06-28 22:00:00,Clothing,441.28,3.0
30600,Alice Brown,41,53259.0,2026-06-28 23:00:00,Clothing,431.0,5.0
30601,Charlie Gray,41,60997.0,2026-06-29 00:00:00,Books,269.61,2.0
30602,Charlie Gray,53,96978.0,2026-06-29 01:00:00,Sports,156.04,2.0
30603,Jane Smith,35,,2026-06-29 02:00:00,Electronics,147.14,3.0
30604,Charlie Gray,37,74317.0,2026-06-29 03:00:00,Clothing,426.86,
30605,Charlie Gray,25,38942.0,2026-06-29 04:00:00,Electronics,214.91,5.0
30606,Alice Brown,32,59025.0,2026-06-29 05:00:00,Books,340.01,1.0
30607,John Doe,30,33744.0,2026-06-29 06:00:00,Clothing,491.24,1.0
30608,Jane Smith,53,29615.0,2026-06-29 07:00:00,Clothing,342.99,2.0
30609,Jane Smith,31,52010.0,2026-06-29 08:00:00,Home & Kitchen,167.24,5.0
30610,Alice Brown,64,79801.0,2026-06-29 09:00:00,Books,438.09,
30611,Alice Brown,64,42479.0,2026-06-29 10:00:00,Books,449.88,
30612,John Doe,41,91694.0,2026-06-29 11:00:00,Home & Kitchen,382.68,4.0
30613,Bob White,54,45785.0,2026-06-29 12:00:00,Books,478.25,3.0
30614,Jane Smith,41,100209.0,2026-06-29 13:00:00,Home & Kitchen,409.29,2.0
30615,Charlie Gray,64,43569.0,2026-06-29 14:00:00,Home & Kitchen,120.82,3.0
30616,John Doe,35,39652.0,2026-06-29 15:00:00,Home & Kitchen,440.68,3.0
30617,Jane Smith,49,35169.0,2026-06-29 16:00:00,,144.79,4.0
30618,John Doe,52,43837.0,2026-06-29 17:00:00,Clothing,481.02,2.0
30619,Bob White,37,75454.0,2026-06-29 18:00:00,Clothing,289.41,3.0
30620,Jane Smith,59,23736.0,2026-06-29 19:00:00,Clothing,384.88,
30621,Charlie Gray,49,37770.0,2026-06-29 20:00:00,Sports,424.61,5.0
30622,Jane Smith,54,53630.0,2026-06-29 21:00:00,Clothing,474.02,3.0
30623,John Doe,54,35826.0,2026-06-29 22:00:00,Home & Kitchen,13.76,2.0
30624,Bob White,64,54806.0,2026-06-29 23:00:00,Electronics,104.99,4.0
30625,John Doe,50,52737.0,2026-06-30 00:00:00,Electronics,99.28,3.0
30626,John Doe,18,38641.0,2026-06-30 01:00:00,Clothing,81.48,1.0
30627,Alice Brown,45,48646.0,2026-06-30 02:00:00,Books,458.44,4.0
30628,John Doe,44,80351.0,2026-06-30 03:00:00,Clothing,206.87,5.0
30629,Bob White,34,22543.0,2026-06-30 04:00:00,Sports,143.42,3.0
30630,Charlie Gray,63,86464.0,2026-06-30 05:00:00,Books,17.54,
30631,Alice Brown,32,,2026-06-30 06:00:00,Electronics,230.72,
30632,John Doe,31,22178.0,2026-06-30 07:00:00,Home & Kitchen,318.14,3.0
30633,Jane Smith,48,116785.0,2026-06-30 08:00:00,Clothing,330.45,4.0
30634,Alice Brown,51,52099.0,2026-06-30 09:00:00,Clothing,214.63,4.0
30635,Bob White,20,110547.0,2026-06-30 10:00:00,Clothing,435.41,3.0
30636,Jane Smith,29,80249.0,2026-06-30 11:00:00,Books,345.86,
30637,Bob White,43,98683.0,2026-06-30 12:00:00,Sports,22.22,4.0
30638,Jane Smith,41,60223.0,2026-06-30 13:00:00,Home & Kitchen,217.48,4.0
30639,Charlie Gray,51,95846.0,2026-06-30 14:00:00,Home & Kitchen,371.06,2.0
30640,Bob White,25,49727.0,2026-06-30 15:00:00,Clothing,491.84,3.0
30641,Jane Smith,29,93896.0,2026-06-30 16:00:00,Home & Kitchen,26.87,3.0
30642,Bob White,26,118723.0,2026-06-30 17:00:00,Home & Kitchen,107.04,4.0
30643,Alice Brown,43,114293.0,2026-06-30 18:00:00,Clothing,42.91,3.0
30644,Bob White,63,73128.0,2026-06-30 19:00:00,Clothing,175.27,4.0
30645,Bob White,55,58672.0,2026-06-30 20:00:00,,455.17,5.0
30646,Jane Smith,60,43561.0,2026-06-30 21:00:00,Clothing,258.14,2.0
30647,Bob White,36,51578.0,2026-06-30 22:00:00,Clothing,465.53,
30648,Charlie Gray,38,100223.0,2026-06-30 23:00:00,Sports,96.54,2.0
30649,John Doe,30,88440.0,2026-07-01 00:00:00,,437.12,
30650,Alice Brown,52,67230.0,2026-07-01 01:00:00,Home & Kitchen,56.35,3.0
30651,Jane Smith,20,,2026-07-01 02:00:00,Clothing,299.49,2.0
30652,Bob White,42,23705.0,2026-07-01 03:00:00,Books,162.21,2.0
30653,Bob White,49,113750.0,2026-07-01 04:00:00,Clothing,425.38,3.0
30654,Bob White,38,59118.0,2026-07-01 05:00:00,Home & Kitchen,144.7,4.0
30655,Alice Brown,31,69258.0,2026-07-01 06:00:00,Electronics,423.7,3.0
30656,John Doe,48,64794.0,2026-07-01 07:00:00,Sports,164.17,3.0
30657,Charlie Gray,25,71013.0,2026-07-01 08:00:00,Clothing,57.95,5.0
30658,Charlie Gray,24,26867.0,2026-07-01 09:00:00,Books,439.08,2.0
30659,Jane Smith,53,58722.0,2026-07-01 10:00:00,Books,56.86,3.0
30660,John Doe,52,34683.0,2026-07-01 11:00:00,Clothing,317.02,3.0
30661,John Doe,36,93858.0,2026-07-01 12:00:00,Electronics,257.56,3.0
30662,Alice Brown,19,60932.0,2026-07-01 13:00:00,Sports,386.26,3.0
30663,Bob White,22,,2026-07-01 14:00:00,Clothing,347.89,5.0
30664,John Doe,61,82748.0,2026-07-01 15:00:00,Home & Kitchen,332.9,2.0
30665,Bob White,19,109549.0,2026-07-01 16:00:00,Sports,210.12,3.0
30666,Alice Brown,35,74150.0,2026-07-01 17:00:00,Books,330.17,
30667,Jane Smith,32,87179.0,2026-07-01 18:00:00,Electronics,194.04,4.0
30668,Jane Smith,33,,2026-07-01 19:00:00,Home & Kitchen,230.08,2.0
30669,Bob White,29,29393.0,2026-07-01 20:00:00,Clothing,78.19,2.0
30670,Bob White,61,86324.0,2026-07-01 21:00:00,Sports,88.2,4.0
30671,John Doe,53,37624.0,2026-07-01 22:00:00,Clothing,485.39,4.0
30672,Alice Brown,39,24488.0,2026-07-01 23:00:00,Books,418.83,2.0
30673,Jane Smith,45,115931.0,2026-07-02 00:00:00,Electronics,409.67,
30674,John Doe,57,51691.0,2026-07-02 01:00:00,Home & Kitchen,34.53,2.0
30675,Charlie Gray,60,42539.0,2026-07-02 02:00:00,Books,176.71,5.0
30676,John Doe,39,87895.0,2026-07-02 03:00:00,Clothing,79.87,3.0
30677,Bob White,21,90148.0,2026-07-02 04:00:00,Home & Kitchen,226.0,3.0
30678,Charlie Gray,29,56316.0,2026-07-02 05:00:00,Clothing,361.06,2.0
30679,John Doe,38,70970.0,2026-07-02 06:00:00,Clothing,225.4,1.0
30680,Alice Brown,44,119942.0,2026-07-02 07:00:00,Electronics,433.83,1.0
30681,Jane Smith,40,50896.0,2026-07-02 08:00:00,Electronics,288.77,
30682,Charlie Gray,59,102204.0,2026-07-02 09:00:00,Electronics,194.11,1.0
30683,Alice Brown,44,94998.0,2026-07-02 10:00:00,Electronics,147.66,
30684,John Doe,58,31360.0,2026-07-02 11:00:00,Electronics,261.89,5.0
30685,Bob White,33,110759.0,2026-07-02 12:00:00,Sports,422.97,1.0
30686,Bob White,49,72381.0,2026-07-02 13:00:00,Electronics,441.47,1.0
30687,Alice Brown,53,63873.0,2026-07-02 14:00:00,Electronics,33.71,3.0
30688,Bob White,34,116606.0,2026-07-02 15:00:00,Home & Kitchen,173.68,3.0
30689,Jane Smith,35,32672.0,2026-07-02 16:00:00,Home & Kitchen,278.36,2.0
30690,Alice Brown,44,118210.0,2026-07-02 17:00:00,Home & Kitchen,382.5,3.0
30691,Alice Brown,24,95218.0,2026-07-02 18:00:00,Sports,105.28,5.0
30692,Bob White,58,86550.0,2026-07-02 19:00:00,Electronics,297.8,2.0
30693,Alice Brown,55,58573.0,2026-07-02 20:00:00,Sports,194.43,4.0
30694,John Doe,37,32598.0,2026-07-02 21:00:00,Sports,160.44,1.0
30695,Charlie Gray,52,101005.0,2026-07-02 22:00:00,Clothing,317.33,4.0
30696,Charlie Gray,64,71792.0,2026-07-02 23:00:00,Sports,53.38,3.0
30697,Bob White,50,93833.0,2026-07-03 00:00:00,Clothing,92.17,2.0
30698,Jane Smith,43,38974.0,2026-07-03 01:00:00,Books,151.25,
30699,Jane Smith,41,79455.0,2026-07-03 02:00:00,Home & Kitchen,178.39,5.0
30700,Bob White,41,96060.0,2026-07-03 03:00:00,Clothing,171.93,
30701,Bob White,48,75526.0,2026-07-03 04:00:00,Books,451.91,1.0
30702,Alice Brown,44,97738.0,2026-07-03 05:00:00,Sports,276.34,2.0
30703,Jane Smith,26,105972.0,2026-07-03 06:00:00,Clothing,336.08,2.0
30704,Charlie Gray,19,71382.0,2026-07-03 07:00:00,Sports,487.65,3.0
30705,Bob White,23,117864.0,2026-07-03 08:00:00,Clothing,384.66,3.0
30706,Charlie Gray,48,70077.0,2026-07-03 09:00:00,Home & Kitchen,184.61,2.0
30707,Charlie Gray,42,96320.0,2026-07-03 10:00:00,Sports,202.67,4.0
30708,Jane Smith,33,114388.0,2026-07-03 11:00:00,Electronics,198.36,2.0
30709,Charlie Gray,62,118098.0,2026-07-03 12:00:00,Electronics,186.04,3.0
30710,Alice Brown,23,89897.0,2026-07-03 13:00:00,Clothing,246.74,4.0
30711,Alice Brown,40,52576.0,2026-07-03 14:00:00,Home & Kitchen,51.73,3.0
30712,Jane Smith,64,74811.0,2026-07-03 15:00:00,Sports,119.81,2.0
30713,Alice Brown,22,21376.0,2026-07-03 16:00:00,Sports,227.62,4.0
30714,Bob White,34,40966.0,2026-07-03 17:00:00,Clothing,348.55,3.0
30715,Jane Smith,26,119217.0,2026-07-03 18:00:00,Home & Kitchen,108.05,4.0
30716,Charlie Gray,43,25994.0,2026-07-03 19:00:00,Books,121.2,3.0
30717,Bob White,30,101388.0,2026-07-03 20:00:00,Sports,194.91,2.0
30718,Jane Smith,24,72104.0,2026-07-03 21:00:00,Books,277.55,2.0
30719,Charlie Gray,57,109307.0,2026-07-03 22:00:00,Sports,388.51,4.0
30720,Charlie Gray,35,109787.0,2026-07-03 23:00:00,Clothing,311.6,3.0
30721,Charlie Gray,54,55481.0,2026-07-04 00:00:00,Home & Kitchen,35.16,
30722,Charlie Gray,62,107024.0,2026-07-04 01:00:00,Electronics,54.27,3.0
30723,Charlie Gray,41,92467.0,2026-07-04 02:00:00,Clothing,142.41,
30724,Jane Smith,49,26815.0,2026-07-04 03:00:00,Electronics,206.32,2.0
30725,Alice Brown,24,60565.0,2026-07-04 04:00:00,Books,274.86,5.0
30726,Charlie Gray,37,96781.0,2026-07-04 05:00:00,Books,246.28,3.0
30727,Bob White,62,115339.0,2026-07-04 06:00:00,Clothing,70.49,2.0
30728,Jane Smith,51,65671.0,2026-07-04 07:00:00,Books,143.28,2.0
30729,John Doe,36,89949.0,2026-07-04 08:00:00,Sports,440.89,1.0
30730,Alice Brown,63,68750.0,2026-07-04 09:00:00,Home & Kitchen,301.9,5.0
30731,Bob White,31,119446.0,2026-07-04 10:00:00,Clothing,432.61,2.0
30732,Charlie Gray,49,112160.0,2026-07-04 11:00:00,Books,204.48,2.0
30733,Jane Smith,26,69893.0,2026-07-04 12:00:00,Books,300.77,4.0
30734,Jane Smith,53,90411.0,2026-07-04 13:00:00,Books,26.94,3.0
30735,Charlie Gray,43,118616.0,2026-07-04 14:00:00,Books,226.21,1.0
30736,Bob White,37,23144.0,2026-07-04 15:00:00,Electronics,441.35,2.0
30737,Jane Smith,46,85329.0,2026-07-04 16:00:00,Sports,101.7,4.0
30738,Alice Brown,33,50202.0,2026-07-04 17:00:00,Sports,97.34,3.0
30739,Bob White,48,68339.0,2026-07-04 18:00:00,Books,413.89,3.0
30740,Charlie Gray,41,70783.0,2026-07-04 19:00:00,Electronics,243.25,2.0
30741,Bob White,47,52644.0,2026-07-04 20:00:00,Books,51.32,4.0
30742,Bob White,25,118325.0,2026-07-04 21:00:00,Home & Kitchen,380.97,3.0
30743,John Doe,43,47603.0,2026-07-04 22:00:00,Sports,236.18,3.0
30744,Charlie Gray,32,65176.0,2026-07-04 23:00:00,Clothing,394.53,2.0
30745,Alice Brown,27,22404.0,2026-07-05 00:00:00,Home & Kitchen,178.35,4.0
30746,Charlie Gray,53,104545.0,2026-07-05 01:00:00,Electronics,456.94,3.0
30747,John Doe,56,64291.0,2026-07-05 02:00:00,Clothing,380.83,3.0
30748,Charlie Gray,41,98493.0,2026-07-05 03:00:00,Home & Kitchen,240.75,4.0
30749,Charlie Gray,25,70105.0,2026-07-05 04:00:00,Books,486.12,3.0
30750,Alice Brown,18,64981.0,2026-07-05 05:00:00,Books,233.08,4.0
30751,John Doe,27,40292.0,2026-07-05 06:00:00,Sports,428.5,5.0
30752,Charlie Gray,64,89195.0,2026-07-05 07:00:00,Clothing,145.18,
30753,Charlie Gray,40,,2026-07-05 08:00:00,Clothing,412.58,3.0
30754,Jane Smith,55,77546.0,2026-07-05 09:00:00,Electronics,306.87,3.0
30755,Charlie Gray,27,60493.0,2026-07-05 10:00:00,Sports,316.06,3.0
30756,Alice Brown,50,117485.0,2026-07-05 11:00:00,Books,173.51,2.0
30757,Jane Smith,48,21830.0,2026-07-05 12:00:00,Clothing,251.63,3.0
30758,John Doe,55,44770.0,2026-07-05 13:00:00,Clothing,165.67,4.0
30759,Bob White,30,21638.0,2026-07-05 14:00:00,Sports,245.47,2.0
30760,Alice Brown,52,99528.0,2026-07-05 15:00:00,Clothing,225.63,3.0
30761,John Doe,61,62976.0,2026-07-05 16:00:00,Clothing,484.69,2.0
30762,Jane Smith,64,116287.0,2026-07-05 17:00:00,Home & Kitchen,44.78,4.0
30763,Bob White,49,53443.0,2026-07-05 18:00:00,Clothing,432.01,3.0
30764,John Doe,39,55714.0,2026-07-05 19:00:00,Electronics,51.99,2.0
30765,Alice Brown,24,58341.0,2026-07-05 20:00:00,Sports,226.57,
30766,Jane Smith,23,107903.0,2026-07-05 21:00:00,Sports,97.17,4.0
30767,Alice Brown,58,72293.0,2026-07-05 22:00:00,Electronics,344.09,3.0
30768,Alice Brown,33,65751.0,2026-07-05 23:00:00,Home & Kitchen,311.95,3.0
30769,Jane Smith,29,59530.0,2026-07-06 00:00:00,Home & Kitchen,124.58,5.0
30770,Charlie Gray,26,109155.0,2026-07-06 01:00:00,Books,226.77,2.0
30771,Alice Brown,57,39596.0,2026-07-06 02:00:00,Clothing,193.42,1.0
30772,Jane Smith,22,47568.0,2026-07-06 03:00:00,Electronics,198.36,4.0
30773,Alice Brown,20,82202.0,2026-07-06 04:00:00,Sports,45.02,2.0
30774,Charlie Gray,53,119562.0,2026-07-06 05:00:00,Home & Kitchen,115.01,2.0
30775,Jane Smith,60,70114.0,2026-07-06 06:00:00,Electronics,154.08,5.0
30776,John Doe,27,90123.0,2026-07-06 07:00:00,Books,173.22,5.0
30777,John Doe,25,63822.0,2026-07-06 08:00:00,Books,164.75,4.0
30778,John Doe,26,81007.0,2026-07-06 09:00:00,Clothing,458.96,2.0
30779,Bob White,30,57911.0,2026-07-06 10:00:00,Home & Kitchen,6.84,3.0
30780,Alice Brown,36,100935.0,2026-07-06 11:00:00,Books,139.43,1.0
30781,Alice Brown,40,93016.0,2026-07-06 12:00:00,,216.2,
30782,Jane Smith,60,83127.0,2026-07-06 13:00:00,Home & Kitchen,295.68,3.0
30783,Bob White,41,88837.0,2026-07-06 14:00:00,Books,498.27,2.0
30784,Alice Brown,20,104804.0,2026-07-06 15:00:00,Sports,209.76,5.0
30785,Jane Smith,50,93022.0,2026-07-06 16:00:00,Sports,42.2,
30786,Charlie Gray,40,110611.0,2026-07-06 17:00:00,Electronics,190.24,3.0
30787,Alice Brown,31,49842.0,2026-07-06 18:00:00,Sports,387.21,2.0
30788,Alice Brown,36,101725.0,2026-07-06 19:00:00,Sports,396.32,3.0
30789,Charlie Gray,50,34936.0,2026-07-06 20:00:00,Home & Kitchen,417.19,3.0
30790,Charlie Gray,40,69088.0,2026-07-06 21:00:00,Clothing,262.24,2.0
30791,Alice Brown,44,25319.0,2026-07-06 22:00:00,Sports,285.34,4.0
30792,Charlie Gray,29,81251.0,2026-07-06 23:00:00,Home & Kitchen,142.19,3.0
30793,Jane Smith,63,53015.0,2026-07-07 00:00:00,Sports,186.79,4.0
30794,Alice Brown,64,105229.0,2026-07-07 01:00:00,Books,194.1,2.0
30795,Alice Brown,24,93712.0,2026-07-07 02:00:00,Home & Kitchen,272.14,
30796,John Doe,53,63627.0,2026-07-07 03:00:00,Clothing,424.69,3.0
30797,Alice Brown,63,29919.0,2026-07-07 04:00:00,Electronics,32.04,4.0
30798,John Doe,35,72976.0,2026-07-07 05:00:00,Clothing,462.67,5.0
30799,Charlie Gray,33,93191.0,2026-07-07 06:00:00,Electronics,438.47,2.0
30800,Charlie Gray,31,63616.0,2026-07-07 07:00:00,Sports,267.71,5.0
30801,Jane Smith,38,36100.0,2026-07-07 08:00:00,Home & Kitchen,338.19,
30802,John Doe,60,48425.0,2026-07-07 09:00:00,Clothing,407.46,3.0
30803,Alice Brown,44,68791.0,2026-07-07 10:00:00,Books,399.17,2.0
30804,John Doe,42,49923.0,2026-07-07 11:00:00,Clothing,307.75,3.0
30805,Charlie Gray,55,91298.0,2026-07-07 12:00:00,Electronics,479.44,4.0
30806,Charlie Gray,32,55374.0,2026-07-07 13:00:00,Sports,426.46,4.0
30807,Jane Smith,27,66679.0,2026-07-07 14:00:00,Home & Kitchen,18.63,
30808,Charlie Gray,47,52463.0,2026-07-07 15:00:00,Sports,282.87,2.0
30809,John Doe,61,78719.0,2026-07-07 16:00:00,Books,22.46,4.0
30810,Alice Brown,26,33239.0,2026-07-07 17:00:00,Electronics,204.57,2.0
30811,Alice Brown,45,117332.0,2026-07-07 18:00:00,Electronics,37.57,5.0
30812,John Doe,35,116975.0,2026-07-07 19:00:00,Electronics,219.53,4.0
30813,Jane Smith,28,93551.0,2026-07-07 20:00:00,Sports,157.72,3.0
30814,Alice Brown,55,98129.0,2026-07-07 21:00:00,Books,450.18,3.0
30815,John Doe,19,44335.0,2026-07-07 22:00:00,Clothing,436.74,1.0
30816,John Doe,39,62243.0,2026-07-07 23:00:00,Electronics,152.88,
30817,Charlie Gray,40,56336.0,2026-07-08 00:00:00,Electronics,305.14,
30818,Charlie Gray,37,41527.0,2026-07-08 01:00:00,Electronics,137.39,
30819,Jane Smith,62,32526.0,2026-07-08 02:00:00,Electronics,160.99,
30820,Jane Smith,46,97617.0,2026-07-08 03:00:00,Books,43.52,1.0
30821,Jane Smith,43,90999.0,2026-07-08 04:00:00,Home & Kitchen,409.22,5.0
30822,John Doe,58,103319.0,2026-07-08 05:00:00,Electronics,22.03,
30823,John Doe,29,44575.0,2026-07-08 06:00:00,Home & Kitchen,151.91,1.0
30824,Charlie Gray,46,117367.0,2026-07-08 07:00:00,Sports,139.91,
30825,Alice Brown,36,107395.0,2026-07-08 08:00:00,Sports,266.95,4.0
30826,Jane Smith,51,57023.0,2026-07-08 09:00:00,Clothing,127.09,2.0
30827,Bob White,44,72302.0,2026-07-08 10:00:00,Electronics,185.55,2.0
30828,Jane Smith,47,41973.0,2026-07-08 11:00:00,Sports,149.03,5.0
30829,Charlie Gray,54,63322.0,2026-07-08 12:00:00,Books,72.33,1.0
30830,John Doe,48,89089.0,2026-07-08 13:00:00,Books,160.75,2.0
30831,Charlie Gray,45,47147.0,2026-07-08 14:00:00,Home & Kitchen,377.44,3.0
30832,Charlie Gray,42,84272.0,2026-07-08 15:00:00,Books,441.96,3.0
30833,Charlie Gray,23,55433.0,2026-07-08 16:00:00,Electronics,159.51,1.0
30834,Bob White,24,61857.0,2026-07-08 17:00:00,Sports,91.89,1.0
30835,Bob White,23,33734.0,2026-07-08 18:00:00,Sports,495.74,3.0
30836,Jane Smith,52,104981.0,2026-07-08 19:00:00,Sports,346.34,1.0
30837,John Doe,42,67557.0,2026-07-08 20:00:00,Electronics,385.09,3.0
30838,Charlie Gray,38,49490.0,2026-07-08 21:00:00,Clothing,125.56,2.0
30839,Alice Brown,64,118456.0,2026-07-08 22:00:00,Home & Kitchen,218.69,4.0
30840,Jane Smith,34,71446.0,2026-07-08 23:00:00,Books,330.43,3.0
30841,Jane Smith,58,48984.0,2026-07-09 00:00:00,Home & Kitchen,118.91,4.0
30842,Charlie Gray,43,73036.0,2026-07-09 01:00:00,Home & Kitchen,129.32,4.0
30843,Jane Smith,58,118585.0,2026-07-09 02:00:00,Sports,468.49,2.0
30844,Charlie Gray,34,40508.0,2026-07-09 03:00:00,Books,49.52,4.0
30845,Jane Smith,24,87662.0,2026-07-09 04:00:00,Home & Kitchen,326.04,4.0
30846,John Doe,42,100054.0,2026-07-09 05:00:00,Sports,254.17,3.0
30847,Jane Smith,51,98561.0,2026-07-09 06:00:00,Electronics,355.63,3.0
30848,Jane Smith,43,107392.0,2026-07-09 07:00:00,Sports,134.42,4.0
30849,Alice Brown,23,103535.0,2026-07-09 08:00:00,Sports,8.16,2.0
30850,John Doe,27,116102.0,2026-07-09 09:00:00,Electronics,9.53,3.0
30851,John Doe,34,47140.0,2026-07-09 10:00:00,Books,450.41,3.0
30852,John Doe,31,,2026-07-09 11:00:00,Books,404.22,3.0
30853,Jane Smith,20,,2026-07-09 12:00:00,Books,339.07,5.0
30854,Bob White,33,45441.0,2026-07-09 13:00:00,Clothing,72.33,4.0
30855,Jane Smith,22,58844.0,2026-07-09 14:00:00,Home & Kitchen,284.98,
30856,Charlie Gray,40,40553.0,2026-07-09 15:00:00,Sports,153.7,3.0
30857,Alice Brown,44,21144.0,2026-07-09 16:00:00,Clothing,99.4,
30858,John Doe,22,103486.0,2026-07-09 17:00:00,Home & Kitchen,125.06,3.0
30859,Charlie Gray,54,57428.0,2026-07-09 18:00:00,Sports,115.49,4.0
30860,Charlie Gray,55,41842.0,2026-07-09 19:00:00,Books,324.57,2.0
30861,Bob White,35,90164.0,2026-07-09 20:00:00,Electronics,286.57,3.0
30862,John Doe,29,84292.0,2026-07-09 21:00:00,Clothing,86.76,1.0
30863,Jane Smith,38,111543.0,2026-07-09 22:00:00,Electronics,301.58,3.0
30864,John Doe,24,105599.0,2026-07-09 23:00:00,Books,150.08,5.0
30865,Alice Brown,34,107871.0,2026-07-10 00:00:00,,217.19,2.0
30866,John Doe,59,97661.0,2026-07-10 01:00:00,Electronics,97.72,
30867,Charlie Gray,26,105220.0,2026-07-10 02:00:00,Electronics,167.52,2.0
30868,Charlie Gray,58,34181.0,2026-07-10 03:00:00,Home & Kitchen,433.52,2.0
30869,Jane Smith,41,22275.0,2026-07-10 04:00:00,Clothing,179.8,4.0
30870,Jane Smith,28,97982.0,2026-07-10 05:00:00,Clothing,406.46,5.0
30871,Jane Smith,42,45777.0,2026-07-10 06:00:00,Sports,64.53,3.0
30872,Alice Brown,63,28490.0,2026-07-10 07:00:00,Sports,130.56,1.0
30873,John Doe,54,69680.0,2026-07-10 08:00:00,Books,306.01,2.0
30874,Bob White,24,32109.0,2026-07-10 09:00:00,Home & Kitchen,52.32,2.0
30875,John Doe,34,64741.0,2026-07-10 10:00:00,Home & Kitchen,211.2,3.0
30876,Jane Smith,58,88317.0,2026-07-10 11:00:00,Sports,376.86,2.0
30877,Alice Brown,36,68786.0,2026-07-10 12:00:00,Clothing,69.87,
30878,John Doe,38,41425.0,2026-07-10 13:00:00,Clothing,7.88,2.0
30879,Charlie Gray,62,21946.0,2026-07-10 14:00:00,Sports,416.76,3.0
30880,John Doe,26,72775.0,2026-07-10 15:00:00,Home & Kitchen,72.05,3.0
30881,Charlie Gray,62,114244.0,2026-07-10 16:00:00,Electronics,311.39,3.0
30882,John Doe,63,33918.0,2026-07-10 17:00:00,Electronics,315.47,4.0
30883,John Doe,25,118380.0,2026-07-10 18:00:00,Books,421.35,4.0
